Lake,Size Interval,Body Mass,Interval Width,NPUE200,BPUE200,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
353,2,4,4,79.245,0.426,Guilfoyle L.,17-4019-55121,378,387
353,3,8,8,39.957,0.374,Guilfoyle L.,17-4019-55121,378,387
353,4,16,16,23.064,0.480,Guilfoyle L.,17-4019-55121,378,387
353,5,32,32,22.210,0.999,Guilfoyle L.,17-4019-55121,378,387
353,6,64,64,7.436,0.657,Guilfoyle L.,17-4019-55121,378,387
353,7,128,128,7.888,1.527,Guilfoyle L.,17-4019-55121,378,387
353,8,256,256,14.963,5.306,Guilfoyle L.,17-4019-55121,378,387
353,9,512,512,18.172,12.646,Guilfoyle L.,17-4019-55121,378,387
353,10,1024,1024,7.791,11.097,Guilfoyle L.,17-4019-55121,378,387
353,11,2048,2048,1.543,4.072,Guilfoyle L.,17-4019-55121,378,387
354,1,2,2,4.194,0.012,Hanson L.,17-3804-53044,379,388
354,2,4,4,17.393,0.098,Hanson L.,17-3804-53044,379,388
354,3,8,8,17.860,0.203,Hanson L.,17-3804-53044,379,388
354,4,16,16,16.584,0.356,Hanson L.,17-3804-53044,379,388
354,5,32,32,3.260,0.117,Hanson L.,17-3804-53044,379,388
354,6,64,64,0.310,0.038,Hanson L.,17-3804-53044,379,388
354,7,128,128,0.434,0.080,Hanson L.,17-3804-53044,379,388
354,8,256,256,0.418,0.134,Hanson L.,17-3804-53044,379,388
354,9,512,512,4.824,3.887,Hanson L.,17-3804-53044,379,388
354,10,1024,1024,4.905,6.753,Hanson L.,17-3804-53044,379,388
354,11,2048,2048,0.241,0.502,Hanson L.,17-3804-53044,379,388
355,1,2,2,5.536,0.013,Horwood L.,17-4010-53144,380,389
355,2,4,4,20.654,0.114,Horwood L.,17-4010-53144,380,389
355,3,8,8,8.142,0.076,Horwood L.,17-4010-53144,380,389
355,4,16,16,9.772,0.234,Horwood L.,17-4010-53144,380,389
355,5,32,32,11.436,0.550,Horwood L.,17-4010-53144,380,389
355,6,64,64,14.443,1.316,Horwood L.,17-4010-53144,380,389
355,7,128,128,15.316,3.015,Horwood L.,17-4010-53144,380,389
355,8,256,256,12.958,4.380,Horwood L.,17-4010-53144,380,389
355,9,512,512,6.800,5.031,Horwood L.,17-4010-53144,380,389
355,10,1024,1024,8.226,11.286,Horwood L.,17-4010-53144,380,389
355,11,2048,2048,2.328,6.372,Horwood L.,17-4010-53144,380,389
355,12,4096,4096,0.138,0.567,Horwood L.,17-4010-53144,380,389
356,1,2,2,14.595,0.029,Humestone L.,17-5202-54735,381,390
356,2,4,4,9.730,0.053,Humestone L.,17-5202-54735,381,390
356,3,8,8,38.918,0.383,Humestone L.,17-5202-54735,381,390
356,4,16,16,23.112,0.518,Humestone L.,17-5202-54735,381,390
356,5,32,32,10.139,0.512,Humestone L.,17-5202-54735,381,390
356,6,64,64,14.238,1.386,Humestone L.,17-5202-54735,381,390
356,7,128,128,4.498,0.905,Humestone L.,17-5202-54735,381,390
356,8,256,256,7.765,2.877,Humestone L.,17-5202-54735,381,390
356,9,512,512,10.217,7.715,Humestone L.,17-5202-54735,381,390
356,10,1024,1024,11.431,16.035,Humestone L.,17-5202-54735,381,390
356,11,2048,2048,0.818,2.516,Humestone L.,17-5202-54735,381,390
357,1,2,2,109.307,0.242,Indian L.2,17-4553-53202,382,391
357,2,4,4,46.752,0.233,Indian L.2,17-4553-53202,382,391
357,3,8,8,22.019,0.222,Indian L.2,17-4553-53202,382,391
357,4,16,16,15.746,0.342,Indian L.2,17-4553-53202,382,391
357,5,32,32,15.131,0.572,Indian L.2,17-4553-53202,382,391
357,6,64,64,0.554,0.043,Indian L.2,17-4553-53202,382,391
357,8,256,256,0.312,0.103,Indian L.2,17-4553-53202,382,391
357,9,512,512,1.494,1.199,Indian L.2,17-4553-53202,382,391
357,10,1024,1024,4.284,5.482,Indian L.2,17-4553-53202,382,391
357,11,2048,2048,0.261,0.543,Indian L.2,17-4553-53202,382,391
357,12,4096,4096,0.186,0.873,Indian L.2,17-4553-53202,382,391
358,1,2,2,13.678,0.029,Ivanhoe L.,17-3788-53266,383,392
358,2,4,4,11.781,0.063,Ivanhoe L.,17-3788-53266,383,392
358,3,8,8,6.900,0.060,Ivanhoe L.,17-3788-53266,383,392
358,4,16,16,3.073,0.068,Ivanhoe L.,17-3788-53266,383,392
358,5,32,32,20.010,1.036,Ivanhoe L.,17-3788-53266,383,392
358,6,64,64,26.480,2.548,Ivanhoe L.,17-3788-53266,383,392
358,7,128,128,21.757,3.955,Ivanhoe L.,17-3788-53266,383,392
358,8,256,256,12.315,4.257,Ivanhoe L.,17-3788-53266,383,392
358,9,512,512,12.858,9.670,Ivanhoe L.,17-3788-53266,383,392
358,10,1024,1024,6.350,9.098,Ivanhoe L.,17-3788-53266,383,392
358,11,2048,2048,3.220,9.052,Ivanhoe L.,17-3788-53266,383,392
359,1,2,2,60.234,0.149,Kapuskasing L.,17-3563-53717,384,393
359,2,4,4,48.804,0.244,Kapuskasing L.,17-3563-53717,384,393
359,3,8,8,27.720,0.273,Kapuskasing L.,17-3563-53717,384,393
359,4,16,16,2.494,0.053,Kapuskasing L.,17-3563-53717,384,393
359,5,32,32,7.286,0.394,Kapuskasing L.,17-3563-53717,384,393
359,6,64,64,13.537,1.374,Kapuskasing L.,17-3563-53717,384,393
359,7,128,128,5.127,1.026,Kapuskasing L.,17-3563-53717,384,393
359,8,256,256,6.882,2.674,Kapuskasing L.,17-3563-53717,384,393
359,9,512,512,25.876,20.485,Kapuskasing L.,17-3563-53717,384,393
359,10,1024,1024,8.327,11.150,Kapuskasing L.,17-3563-53717,384,393
359,11,2048,2048,1.032,2.300,Kapuskasing L.,17-3563-53717,384,393
360,1,2,2,18.304,0.044,Katagi L.,17-4271-53064,385,394
360,2,4,4,9.985,0.057,Katagi L.,17-4271-53064,385,394
360,3,8,8,1.635,0.019,Katagi L.,17-4271-53064,385,394
360,4,16,16,1.000,0.024,Katagi L.,17-4271-53064,385,394
360,5,32,32,1.738,0.057,Katagi L.,17-4271-53064,385,394
360,6,64,64,0.545,0.037,Katagi L.,17-4271-53064,385,394
360,7,128,128,2.018,0.368,Katagi L.,17-4271-53064,385,394
360,8,256,256,7.301,2.827,Katagi L.,17-4271-53064,385,394
360,9,512,512,10.935,7.690,Katagi L.,17-4271-53064,385,394
360,10,1024,1024,1.865,2.426,Katagi L.,17-4271-53064,385,394
360,11,2048,2048,0.432,1.144,Katagi L.,17-4271-53064,385,394
361,1,2,2,7.505,0.015,Kenogamissi L.,17-4591-53367,386,395
361,2,4,4,9.076,0.049,Kenogamissi L.,17-4591-53367,386,395
361,3,8,8,2.643,0.024,Kenogamissi L.,17-4591-53367,386,395
361,4,16,16,4.300,0.092,Kenogamissi L.,17-4591-53367,386,395
361,5,32,32,14.697,0.733,Kenogamissi L.,17-4591-53367,386,395
361,6,64,64,11.704,1.065,Kenogamissi L.,17-4591-53367,386,395
361,7,128,128,5.604,0.988,Kenogamissi L.,17-4591-53367,386,395
361,8,256,256,2.151,0.812,Kenogamissi L.,17-4591-53367,386,395
361,9,512,512,2.478,1.823,Kenogamissi L.,17-4591-53367,386,395
361,10,1024,1024,1.757,2.574,Kenogamissi L.,17-4591-53367,386,395
361,11,2048,2048,0.595,1.367,Kenogamissi L.,17-4591-53367,386,395
362,1,2,2,58.630,0.121,Kesagami L.,17-5547-55801,387,396
362,2,4,4,58.634,0.320,Kesagami L.,17-5547-55801,387,396
362,3,8,8,34.900,0.307,Kesagami L.,17-5547-55801,387,396
362,4,16,16,1.293,0.031,Kesagami L.,17-5547-55801,387,396
362,5,32,32,8.765,0.438,Kesagami L.,17-5547-55801,387,396
362,6,64,64,12.704,1.053,Kesagami L.,17-5547-55801,387,396
362,7,128,128,13.676,2.527,Kesagami L.,17-5547-55801,387,396
362,8,256,256,27.275,10.499,Kesagami L.,17-5547-55801,387,396
362,9,512,512,65.526,47.563,Kesagami L.,17-5547-55801,387,396
362,10,1024,1024,17.313,22.360,Kesagami L.,17-5547-55801,387,396
362,11,2048,2048,2.031,5.519,Kesagami L.,17-5547-55801,387,396
362,12,4096,4096,0.158,1.083,Kesagami L.,17-5547-55801,387,396
363,1,2,2,10.109,0.027,Larder L.,17-6010-53265,388,397
363,2,4,4,8.327,0.039,Larder L.,17-6010-53265,388,397
363,3,8,8,2.413,0.031,Larder L.,17-6010-53265,388,397
363,4,16,16,8.844,0.211,Larder L.,17-6010-53265,388,397
363,5,32,32,7.500,0.353,Larder L.,17-6010-53265,388,397
363,6,64,64,12.729,1.211,Larder L.,17-6010-53265,388,397
363,7,128,128,6.346,1.176,Larder L.,17-6010-53265,388,397
363,8,256,256,5.806,2.062,Larder L.,17-6010-53265,388,397
363,9,512,512,14.524,11.207,Larder L.,17-6010-53265,388,397
363,10,1024,1024,4.476,5.682,Larder L.,17-6010-53265,388,397
363,11,2048,2048,0.675,1.741,Larder L.,17-6010-53265,388,397
364,1,2,2,22.346,0.046,Lawagamau L.,17-5662-55201,389,398
364,2,4,4,19.247,0.112,Lawagamau L.,17-5662-55201,389,398
364,3,8,8,21.616,0.213,Lawagamau L.,17-5662-55201,389,398
364,4,16,16,6.667,0.164,Lawagamau L.,17-5662-55201,389,398
364,5,32,32,6.001,0.292,Lawagamau L.,17-5662-55201,389,398
364,6,64,64,12.495,1.319,Lawagamau L.,17-5662-55201,389,398
364,7,128,128,17.060,3.294,Lawagamau L.,17-5662-55201,389,398
364,8,256,256,18.885,6.691,Lawagamau L.,17-5662-55201,389,398
364,9,512,512,7.784,5.274,Lawagamau L.,17-5662-55201,389,398
364,10,1024,1024,4.623,6.866,Lawagamau L.,17-5662-55201,389,398
364,11,2048,2048,0.291,0.604,Lawagamau L.,17-5662-55201,389,398
365,1,2,2,42.890,0.086,Legault's L.,17-4572-54649,390,399
365,2,4,4,79.527,0.461,Legault's L.,17-4572-54649,390,399
365,3,8,8,88.735,0.850,Legault's L.,17-4572-54649,390,399
365,4,16,16,84.562,1.798,Legault's L.,17-4572-54649,390,399
365,5,32,32,36.949,1.360,Legault's L.,17-4572-54649,390,399
365,6,64,64,1.159,0.146,Legault's L.,17-4572-54649,390,399
365,7,128,128,1.673,0.257,Legault's L.,17-4572-54649,390,399
365,8,256,256,0.642,0.178,Legault's L.,17-4572-54649,390,399
365,9,512,512,2.933,2.188,Legault's L.,17-4572-54649,390,399
365,10,1024,1024,4.647,6.422,Legault's L.,17-4572-54649,390,399
365,11,2048,2048,1.032,2.264,Legault's L.,17-4572-54649,390,399
366,1,2,2,19.051,0.041,Little Kesagami L.,17-5521-55108,391,400
366,2,4,4,38.232,0.212,Little Kesagami L.,17-5521-55108,391,400
366,3,8,8,28.842,0.303,Little Kesagami L.,17-5521-55108,391,400
366,4,16,16,25.366,0.566,Little Kesagami L.,17-5521-55108,391,400
366,5,32,32,29.608,1.339,Little Kesagami L.,17-5521-55108,391,400
366,6,64,64,8.290,0.719,Little Kesagami L.,17-5521-55108,391,400
366,7,128,128,11.588,2.222,Little Kesagami L.,17-5521-55108,391,400
366,8,256,256,10.387,3.940,Little Kesagami L.,17-5521-55108,391,400
366,9,512,512,21.604,16.013,Little Kesagami L.,17-5521-55108,391,400
366,10,1024,1024,19.125,27.769,Little Kesagami L.,17-5521-55108,391,400
366,11,2048,2048,1.039,2.261,Little Kesagami L.,17-5521-55108,391,400
367,1,2,2,14.337,0.039,Little Ridley L.,17-3730-53082,392,401
367,2,4,4,20.709,0.123,Little Ridley L.,17-3730-53082,392,401
367,3,8,8,19.116,0.216,Little Ridley L.,17-3730-53082,392,401
367,4,16,16,20.320,0.435,Little Ridley L.,17-3730-53082,392,401
367,5,32,32,6.773,0.292,Little Ridley L.,17-3730-53082,392,401
367,6,64,64,5.983,0.472,Little Ridley L.,17-3730-53082,392,401
367,7,128,128,0.401,0.100,Little Ridley L.,17-3730-53082,392,401
367,8,256,256,5.619,2.180,Little Ridley L.,17-3730-53082,392,401
367,9,512,512,8.829,6.669,Little Ridley L.,17-3730-53082,392,401
367,10,1024,1024,1.604,1.920,Little Ridley L.,17-3730-53082,392,401
368,1,2,2,53.614,0.112,Lower Minnipuka L.,17-2953-54198,393,402
368,2,4,4,170.941,0.940,Lower Minnipuka L.,17-2953-54198,393,402
368,3,8,8,48.622,0.473,Lower Minnipuka L.,17-2953-54198,393,402
368,4,16,16,41.169,0.918,Lower Minnipuka L.,17-2953-54198,393,402
368,5,32,32,45.870,2.129,Lower Minnipuka L.,17-2953-54198,393,402
368,6,64,64,34.397,3.000,Lower Minnipuka L.,17-2953-54198,393,402
368,7,128,128,12.074,2.313,Lower Minnipuka L.,17-2953-54198,393,402
368,8,256,256,8.659,3.309,Lower Minnipuka L.,17-2953-54198,393,402
368,9,512,512,23.168,17.918,Lower Minnipuka L.,17-2953-54198,393,402
368,10,1024,1024,11.512,15.466,Lower Minnipuka L.,17-2953-54198,393,402
368,11,2048,2048,0.042,0.134,Lower Minnipuka L.,17-2953-54198,393,402
369,1,2,2,42.800,0.090,Makami L.,17-4372-52874,394,403
369,2,4,4,10.321,0.055,Makami L.,17-4372-52874,394,403
369,3,8,8,11.940,0.113,Makami L.,17-4372-52874,394,403
369,4,16,16,4.110,0.084,Makami L.,17-4372-52874,394,403
369,5,32,32,2.724,0.103,Makami L.,17-4372-52874,394,403
369,6,64,64,1.199,0.143,Makami L.,17-4372-52874,394,403
369,7,128,128,3.323,0.615,Makami L.,17-4372-52874,394,403
369,8,256,256,8.610,3.372,Makami L.,17-4372-52874,394,403
369,9,512,512,8.911,6.455,Makami L.,17-4372-52874,394,403
369,10,1024,1024,8.313,12.062,Makami L.,17-4372-52874,394,403
369,11,2048,2048,0.477,1.043,Makami L.,17-4372-52874,394,403
370,1,2,2,1.441,0.003,Mesomikenda L.,17-4340-52773,395,404
370,2,4,4,1.432,0.008,Mesomikenda L.,17-4340-52773,395,404
370,3,8,8,2.822,0.037,Mesomikenda L.,17-4340-52773,395,404
370,4,16,16,4.565,0.113,Mesomikenda L.,17-4340-52773,395,404
370,5,32,32,1.428,0.064,Mesomikenda L.,17-4340-52773,395,404
370,6,64,64,4.008,0.352,Mesomikenda L.,17-4340-52773,395,404
370,7,128,128,5.264,1.063,Mesomikenda L.,17-4340-52773,395,404
370,8,256,256,7.042,2.388,Mesomikenda L.,17-4340-52773,395,404
370,9,512,512,4.803,3.805,Mesomikenda L.,17-4340-52773,395,404
370,10,1024,1024,6.808,9.720,Mesomikenda L.,17-4340-52773,395,404
370,11,2048,2048,1.198,2.851,Mesomikenda L.,17-4340-52773,395,404
371,1,2,2,6.856,0.016,Mistinikon L.,17-5196-53085,396,405
371,2,4,4,5.471,0.030,Mistinikon L.,17-5196-53085,396,405
371,3,8,8,4.135,0.049,Mistinikon L.,17-5196-53085,396,405
371,4,16,16,10.843,0.255,Mistinikon L.,17-5196-53085,396,405
371,5,32,32,18.619,0.856,Mistinikon L.,17-5196-53085,396,405
371,6,64,64,16.777,1.577,Mistinikon L.,17-5196-53085,396,405
371,7,128,128,16.243,2.936,Mistinikon L.,17-5196-53085,396,405
371,8,256,256,9.002,2.993,Mistinikon L.,17-5196-53085,396,405
371,9,512,512,2.636,1.898,Mistinikon L.,17-5196-53085,396,405
371,10,1024,1024,3.560,4.870,Mistinikon L.,17-5196-53085,396,405
371,11,2048,2048,1.268,3.607,Mistinikon L.,17-5196-53085,396,405
371,12,4096,4096,0.294,1.364,Mistinikon L.,17-5196-53085,396,405
372,1,2,2,28.241,0.072,Montreuil L.,17-5149-54886,397,406
372,2,4,4,13.476,0.076,Montreuil L.,17-5149-54886,397,406
372,3,8,8,39.487,0.392,Montreuil L.,17-5149-54886,397,406
372,4,16,16,6.974,0.157,Montreuil L.,17-5149-54886,397,406
372,5,32,32,13.520,0.620,Montreuil L.,17-5149-54886,397,406
372,6,64,64,13.934,1.334,Montreuil L.,17-5149-54886,397,406
372,7,128,128,21.052,4.051,Montreuil L.,17-5149-54886,397,406
372,8,256,256,16.425,6.093,Montreuil L.,17-5149-54886,397,406
372,9,512,512,15.192,11.715,Montreuil L.,17-5149-54886,397,406
372,10,1024,1024,7.090,9.190,Montreuil L.,17-5149-54886,397,406
372,11,2048,2048,0.541,1.499,Montreuil L.,17-5149-54886,397,406
373,1,2,2,24.486,0.054,Muskasenda L.,17-4773-53267,398,407
373,2,4,4,43.426,0.256,Muskasenda L.,17-4773-53267,398,407
373,3,8,8,31.645,0.327,Muskasenda L.,17-4773-53267,398,407
373,4,16,16,41.011,0.969,Muskasenda L.,17-4773-53267,398,407
373,5,32,32,6.634,0.271,Muskasenda L.,17-4773-53267,398,407
373,6,64,64,2.278,0.213,Muskasenda L.,17-4773-53267,398,407
373,7,128,128,2.634,0.481,Muskasenda L.,17-4773-53267,398,407
373,8,256,256,3.741,1.474,Muskasenda L.,17-4773-53267,398,407
373,9,512,512,8.528,6.345,Muskasenda L.,17-4773-53267,398,407
373,10,1024,1024,7.932,11.095,Muskasenda L.,17-4773-53267,398,407
373,11,2048,2048,0.708,1.581,Muskasenda L.,17-4773-53267,398,407
373,12,4096,4096,0.096,0.416,Muskasenda L.,17-4773-53267,398,407
374,1,2,2,4.186,0.010,Nemegosenda L.,17-3426-53189,399,408
374,2,4,4,2.700,0.015,Nemegosenda L.,17-3426-53189,399,408
374,3,8,8,2.512,0.029,Nemegosenda L.,17-3426-53189,399,408
374,4,16,16,0.538,0.010,Nemegosenda L.,17-3426-53189,399,408
374,5,32,32,1.372,0.077,Nemegosenda L.,17-3426-53189,399,408
374,6,64,64,1.694,0.151,Nemegosenda L.,17-3426-53189,399,408
374,7,128,128,1.765,0.349,Nemegosenda L.,17-3426-53189,399,408
374,8,256,256,2.227,0.793,Nemegosenda L.,17-3426-53189,399,408
374,9,512,512,4.268,3.150,Nemegosenda L.,17-3426-53189,399,408
374,10,1024,1024,1.141,1.570,Nemegosenda L.,17-3426-53189,399,408
374,11,2048,2048,0.120,0.298,Nemegosenda L.,17-3426-53189,399,408
375,1,2,2,51.205,0.102,Night Hawk L.,17-5018-53686,400,409
375,2,4,4,105.789,0.533,Night Hawk L.,17-5018-53686,400,409
375,3,8,8,64.087,0.587,Night Hawk L.,17-5018-53686,400,409
375,4,16,16,19.010,0.443,Night Hawk L.,17-5018-53686,400,409
375,5,32,32,15.570,0.706,Night Hawk L.,17-5018-53686,400,409
375,6,64,64,21.504,2.135,Night Hawk L.,17-5018-53686,400,409
375,7,128,128,39.628,7.408,Night Hawk L.,17-5018-53686,400,409
375,8,256,256,105.627,40.736,Night Hawk L.,17-5018-53686,400,409
375,9,512,512,27.958,17.435,Night Hawk L.,17-5018-53686,400,409
375,10,1024,1024,7.157,9.402,Night Hawk L.,17-5018-53686,400,409
375,11,2048,2048,0.655,1.677,Night Hawk L.,17-5018-53686,400,409
375,12,4096,4096,0.209,1.177,Night Hawk L.,17-5018-53686,400,409
376,1,2,2,6.023,0.012,Opeepeesway L.,17-4061-52742,401,410
376,2,4,4,3.005,0.018,Opeepeesway L.,17-4061-52742,401,410
376,3,8,8,2.241,0.019,Opeepeesway L.,17-4061-52742,401,410
376,4,16,16,0.962,0.017,Opeepeesway L.,17-4061-52742,401,410
376,5,32,32,0.861,0.050,Opeepeesway L.,17-4061-52742,401,410
376,6,64,64,4.075,0.390,Opeepeesway L.,17-4061-52742,401,410
376,7,128,128,3.910,0.690,Opeepeesway L.,17-4061-52742,401,410
376,8,256,256,5.911,2.022,Opeepeesway L.,17-4061-52742,401,410
376,9,512,512,26.461,24.316,Opeepeesway L.,17-4061-52742,401,410
376,10,1024,1024,9.101,11.183,Opeepeesway L.,17-4061-52742,401,410
376,11,2048,2048,0.931,2.153,Opeepeesway L.,17-4061-52742,401,410
377,1,2,2,6.071,0.013,Radisson L.,17-5180-53389,402,411
377,2,4,4,17.385,0.104,Radisson L.,17-5180-53389,402,411
377,3,8,8,9.058,0.086,Radisson L.,17-5180-53389,402,411
377,4,16,16,2.928,0.063,Radisson L.,17-5180-53389,402,411
377,5,32,32,1.232,0.054,Radisson L.,17-5180-53389,402,411
377,6,64,64,2.058,0.180,Radisson L.,17-5180-53389,402,411
377,7,128,128,0.679,0.125,Radisson L.,17-5180-53389,402,411
377,8,256,256,3.993,1.422,Radisson L.,17-5180-53389,402,411
377,9,512,512,3.870,3.139,Radisson L.,17-5180-53389,402,411
377,10,1024,1024,5.798,7.527,Radisson L.,17-5180-53389,402,411
377,11,2048,2048,0.416,0.983,Radisson L.,17-5180-53389,402,411
378,1,2,2,5.644,0.013,Raven L.,17-6079-53230,403,412
378,2,4,4,2.864,0.015,Raven L.,17-6079-53230,403,412
378,3,8,8,0.721,0.008,Raven L.,17-6079-53230,403,412
378,4,16,16,1.862,0.050,Raven L.,17-6079-53230,403,412
378,5,32,32,1.304,0.067,Raven L.,17-6079-53230,403,412
378,6,64,64,3.167,0.297,Raven L.,17-6079-53230,403,412
378,7,128,128,4.550,0.868,Raven L.,17-6079-53230,403,412
378,8,256,256,5.141,1.749,Raven L.,17-6079-53230,403,412
378,9,512,512,6.181,4.731,Raven L.,17-6079-53230,403,412
378,10,1024,1024,5.205,7.459,Raven L.,17-6079-53230,403,412
378,11,2048,2048,1.892,4.544,Raven L.,17-6079-53230,403,412
379,1,2,2,11.633,0.023,Rollo L.,17-3767-53044,405,414
379,2,4,4,6.181,0.035,Rollo L.,17-3767-53044,405,414
379,3,8,8,8.114,0.079,Rollo L.,17-3767-53044,405,414
379,4,16,16,1.791,0.036,Rollo L.,17-3767-53044,405,414
379,5,32,32,1.512,0.070,Rollo L.,17-3767-53044,405,414
379,6,64,64,1.976,0.149,Rollo L.,17-3767-53044,405,414
379,7,128,128,1.299,0.247,Rollo L.,17-3767-53044,405,414
379,8,256,256,2.119,0.846,Rollo L.,17-3767-53044,405,414
379,9,512,512,4.042,2.885,Rollo L.,17-3767-53044,405,414
379,10,1024,1024,5.916,8.064,Rollo L.,17-3767-53044,405,414
379,11,2048,2048,0.800,2.239,Rollo L.,17-3767-53044,405,414
380,1,2,2,9.182,0.021,Round L.,17-5717-53183,406,415
380,2,4,4,10.613,0.057,Round L.,17-5717-53183,406,415
380,3,8,8,61.219,0.712,Round L.,17-5717-53183,406,415
380,4,16,16,11.642,0.256,Round L.,17-5717-53183,406,415
380,5,32,32,15.835,0.668,Round L.,17-5717-53183,406,415
380,6,64,64,12.731,1.112,Round L.,17-5717-53183,406,415
380,7,128,128,8.773,1.746,Round L.,17-5717-53183,406,415
380,8,256,256,10.788,4.114,Round L.,17-5717-53183,406,415
380,9,512,512,11.045,8.291,Round L.,17-5717-53183,406,415
380,10,1024,1024,9.483,13.475,Round L.,17-5717-53183,406,415
380,11,2048,2048,3.006,7.559,Round L.,17-5717-53183,406,415
380,12,4096,4096,0.159,0.673,Round L.,17-5717-53183,406,415
381,1,2,2,4.173,0.011,Sand L.,17-5208-55103,407,416
381,2,4,4,12.479,0.069,Sand L.,17-5208-55103,407,416
381,3,8,8,5.668,0.064,Sand L.,17-5208-55103,407,416
381,4,16,16,3.738,0.073,Sand L.,17-5208-55103,407,416
381,5,32,32,13.859,0.627,Sand L.,17-5208-55103,407,416
381,6,64,64,9.259,0.954,Sand L.,17-5208-55103,407,416
381,7,128,128,6.196,1.090,Sand L.,17-5208-55103,407,416
381,8,256,256,8.680,3.284,Sand L.,17-5208-55103,407,416
381,9,512,512,23.443,18.189,Sand L.,17-5208-55103,407,416
381,10,1024,1024,15.732,20.679,Sand L.,17-5208-55103,407,416
381,11,2048,2048,0.375,1.178,Sand L.,17-5208-55103,407,416
382,1,2,2,70.934,0.191,Shillington L.,17-5265-52901,408,417
382,2,4,4,6.775,0.043,Shillington L.,17-5265-52901,408,417
382,3,8,8,6.057,0.064,Shillington L.,17-5265-52901,408,417
382,4,16,16,3.587,0.081,Shillington L.,17-5265-52901,408,417
382,5,32,32,1.237,0.060,Shillington L.,17-5265-52901,408,417
382,6,64,64,3.998,0.397,Shillington L.,17-5265-52901,408,417
382,7,128,128,1.772,0.319,Shillington L.,17-5265-52901,408,417
382,8,256,256,2.411,0.882,Shillington L.,17-5265-52901,408,417
382,9,512,512,4.403,3.209,Shillington L.,17-5265-52901,408,417
382,10,1024,1024,2.269,3.240,Shillington L.,17-5265-52901,408,417
382,11,2048,2048,0.221,0.701,Shillington L.,17-5265-52901,408,417
383,1,2,2,3.804,0.010,St. Anthony L.,17-5962-53128,409,418
383,2,4,4,140.731,0.775,St. Anthony L.,17-5962-53128,409,418
383,3,8,8,113.688,1.077,St. Anthony L.,17-5962-53128,409,418
383,4,16,16,22.719,0.575,St. Anthony L.,17-5962-53128,409,418
383,5,32,32,78.190,3.387,St. Anthony L.,17-5962-53128,409,418
383,6,64,64,18.613,1.434,St. Anthony L.,17-5962-53128,409,418
383,7,128,128,4.038,0.786,St. Anthony L.,17-5962-53128,409,418
383,8,256,256,4.563,1.664,St. Anthony L.,17-5962-53128,409,418
383,9,512,512,12.779,8.947,St. Anthony L.,17-5962-53128,409,418
383,10,1024,1024,2.919,3.872,St. Anthony L.,17-5962-53128,409,418
383,11,2048,2048,2.609,7.542,St. Anthony L.,17-5962-53128,409,418
383,12,4096,4096,0.936,6.220,St. Anthony L.,17-5962-53128,409,418
384,1,2,2,11.071,0.028,Sweetwater L.,17-3844-53694,410,419
384,2,4,4,9.226,0.059,Sweetwater L.,17-3844-53694,410,419
384,3,8,8,18.916,0.226,Sweetwater L.,17-3844-53694,410,419
384,4,16,16,23.304,0.486,Sweetwater L.,17-3844-53694,410,419
384,5,32,32,36.315,1.618,Sweetwater L.,17-3844-53694,410,419
384,6,64,64,11.862,0.921,Sweetwater L.,17-3844-53694,410,419
384,7,128,128,1.900,0.343,Sweetwater L.,17-3844-53694,410,419
384,8,256,256,8.963,3.758,Sweetwater L.,17-3844-53694,410,419
384,9,512,512,49.335,35.220,Sweetwater L.,17-3844-53694,410,419
384,10,1024,1024,3.592,4.810,Sweetwater L.,17-3844-53694,410,419
384,11,2048,2048,0.233,0.476,Sweetwater L.,17-3844-53694,410,419
385,2,4,4,13.333,0.075,Wasicho L.,17-5590-54756,411,420
385,3,8,8,6.667,0.065,Wasicho L.,17-5590-54756,411,420
385,4,16,16,16.715,0.388,Wasicho L.,17-5590-54756,411,420
385,5,32,32,11.258,0.477,Wasicho L.,17-5590-54756,411,420
385,6,64,64,4.558,0.482,Wasicho L.,17-5590-54756,411,420
385,7,128,128,7.627,1.355,Wasicho L.,17-5590-54756,411,420
385,8,256,256,11.101,5.011,Wasicho L.,17-5590-54756,411,420
385,9,512,512,66.865,47.573,Wasicho L.,17-5590-54756,411,420
385,10,1024,1024,26.207,36.816,Wasicho L.,17-5590-54756,411,420
385,11,2048,2048,1.612,3.369,Wasicho L.,17-5590-54756,411,420
386,1,2,2,64.544,0.157,Watabeag L.,17-5314-53425,412,421
386,2,4,4,46.442,0.300,Watabeag L.,17-5314-53425,412,421
386,3,8,8,103.867,1.139,Watabeag L.,17-5314-53425,412,421
386,4,16,16,58.444,1.187,Watabeag L.,17-5314-53425,412,421
386,5,32,32,23.377,1.065,Watabeag L.,17-5314-53425,412,421
386,6,64,64,14.559,1.229,Watabeag L.,17-5314-53425,412,421
386,7,128,128,7.120,1.302,Watabeag L.,17-5314-53425,412,421
386,8,256,256,5.068,1.959,Watabeag L.,17-5314-53425,412,421
386,9,512,512,9.321,6.726,Watabeag L.,17-5314-53425,412,421
386,10,1024,1024,7.944,10.719,Watabeag L.,17-5314-53425,412,421
386,11,2048,2048,0.402,0.986,Watabeag L.,17-5314-53425,412,421
386,12,4096,4096,0.144,0.786,Watabeag L.,17-5314-53425,412,421
387,1,2,2,66.865,0.136,Zadi L.,17-3790-55066,413,422
